region_id,country_id
2166,177
2167,177
2168,177
2169,177
2170,178
2171,179
2172,179
2173,179
2174,179
2175,179
2176,179
2177,179
2178,179
2179,179
2180,179
2181,179
2182,179
2183,179
2184,179
2185,180
2186,180
2187,180
2188,180
2189,180
2190,180
2191,180
2192,180
2193,180
2194,180
2195,180
2196,180
2197,180
2198,180
2199,180
2200,180
2201,180
900306,180
900307,180
900308,180
900309,180
900310,180
900311,180
900312,180
900313,180
900314,180
900315,180
900316,180
900317,180
900318,180
900319,180
900320,180
900321,180
900322,180
900323,180
900324,180
900325,180
2202,181
2203,181
2204,181
2205,181
2206,181
2207,181
2208,181
2209,181
2211,182
2212,182
2213,182
2215,182
2216,182
2217,182
2218,182
2219,182
2221,182
2222,182
2223,182
2224,182
2225,182
2226,182
2227,182
2228,182
2229,182
2230,182
2231,182
2232,182
2234,182
2235,182
2239,182
2240,182
65698,182
65699,182
65700,182
65701,182
65702,182
65703,182
65704,182
65705,182
65706,182
65707,182
65708,182
65709,182
65710,182
2241,183
2242,184
2243,185
2244,186
2245,186
2246,186
2247,186
2248,186
2249,186
2250,186
2251,186
2252,186
2253,186
2254,186
2255,186
2256,186
2257,186
2258,186
2259,186
2260,186
2261,186
2262,186
2263,187
2264,187
2265,187
2266,187
2267,187
2268,187
2269,187
2270,187
2271,187
2272,188
2273,188
2274,188
2275,188
2276,188
2277,188
900437,188
900438,188
900439,188
900440,188
900441,188
900442,188
2278,189
2280,191
2281,191
2282,191
2283,191
2284,191
2285,191
2286,191
2287,191
2288,191
2289,191
93671,191
93672,191
2290,192
2291,192
2292,192
2293,192
2294,192
2295,192
2296,192
2297,192
2298,192
2299,192
2300,192
2301,192
2302,192
2303,192
2304,192
2305,192
2306,192
2307,192
2308,192
2309,192
73915,193
2311,194
2312,194
2313,194
2314,194
2315,194
2316,194
2317,194
2318,194
2319,194
2320,194
2321,194
2322,194
2323,194
2324,194
2325,194
2326,194
2327,194
900593,194
900594,194
900595,194
900596,194
900597,194
900598,194
900599,194
900600,194
900601,194
900602,194
900603,194
900604,194
900605,194
900606,194
900607,194
900608,194
900609,194
900610,194
2328,195
2329,195
2330,195
2331,195
2332,195
2333,195
2334,195
2335,195
2336,195
2337,195
2338,195
2339,195
2340,195
2341,195
2342,195
2343,195
2344,195
2345,195
2346,195
2347,195
2348,195
2349,195
2350,195
2351,195
2352,195
900326,195
900327,195
900328,195
900329,195
900330,195
900331,195
900332,195
900333,195
900334,195
900335,195
900336,195
900337,195
900338,195
900339,195
900340,195
900341,195
900342,195
900343,195
900344,195
900345,195
900346,195
900347,195
900348,195
900349,195
900350,195
900351,195
2354,196
2355,196
2356,196
2357,196
2361,196
2362,196
2363,196
2364,196
2368,196
67156,196
67159,196
67160,196
67161,196
67162,196
67165,196
67166,196
67167,196
2369,197
2370,198
2371,198
2372,198
2373,198
2374,198
2375,198
2376,198
2377,198
2378,198
2379,198
2380,198
2381,198
2382,198
2383,198
2384,198
2385,198
2386,199
2387,199
2388,199
2389,199
2390,199
2391,199
2392,199
2393,199
2394,199
2405,199
2406,199
2407,199
2408,199
2409,199
2410,199
2411,199
2412,199
2413,199
900693,199
900694,199
900695,199
900696,199
900697,199
900698,199
900699,199
900700,199
900701,199
900746,199
900747,199
2414,200
2415,200
2416,200
2417,200
2418,200
2419,200
2420,200
2421,200
2422,201
2423,201
2424,201
2425,201
2426,201
2427,201
2428,201
2429,201
2430,201
2431,202
2432,202
2433,202
2434,202
2435,202
2436,202
2437,202
2438,202
2439,202
2440,202
2441,202
2442,202
2443,202
2444,202
2445,202
2446,203
2447,203
2448,203
2449,203
2450,203
2451,203
2452,203
2453,203
2454,203
2455,203
2456,203
2457,203
2458,203
2459,203
2460,203
2461,203
2462,203
2463,203
2464,203
2465,203
2466,203
2467,203
2468,203
2469,203
2470,203
2471,203
2472,203
2473,203
2474,203
2475,203
2476,203
2477,203
2478,203
2479,203
2480,203
2481,203
2482,203
2483,203
2484,203
2485,203
2486,203
2487,204
2488,204
2489,204
2490,204
2491,204
2492,204
2493,204
2494,204
2495,204
2496,204
2497,204
2498,204
2499,204
2500,204
2501,204
2502,204
2503,204
2504,204
2505,204
2506,204
2507,204
2508,204
2509,204
2510,204
2511,204
2512,204
2513,204
2514,204
2515,204
2516,204
2517,204
2518,204
2519,204
2520,204
2521,204
2522,204
2523,204
2524,204
2525,204
2526,204
2527,204
2528,204
2529,204
2530,204
2531,204
2532,204
2533,204
2534,204
2535,204
2536,204
2537,204
2538,204
2539,204
2540,204
2541,204
2542,204
2543,204
2544,204
2545,204
2546,204
2547,204
2548,204
2549,204
2550,204
2551,204
2552,204
2553,204
2554,204
2555,204
2556,204
2557,204
2558,204
2559,204
2560,204
2561,204
2562,204
2563,204
2564,204
2565,204
2566,204
2567,204
2568,204
2569,204
2570,204
2571,204
2572,204
2573,204
2574,204
2575,204
2576,204
2577,204
2587,205
21969,205
21971,205
21972,205
21973,205
900110,205
900111,205
900112,205
900113,205
900114,205
2590,206
2591,206
68772,207
68773,207
68774,207
2593,208
2594,208
2595,208
2596,208
2597,208
2598,208
2599,208
2600,208
2601,208
2602,208
2603,208
2604,208
2605,208
2606,208
2607,209
2608,209
2609,209
2610,209
2611,209
2612,209
2613,209
2614,209
2615,209
39511,210
39512,210
61285,211
61286,211
61287,211
61288,211
61289,211
61290,211
2618,212
2619,213
2620,214
2621,214
2622,215
2623,215
2624,215
2625,215
2626,215
2627,215
2628,215
2629,215
2630,215
2631,215
2632,215
2633,215
2634,215
1374,217
1376,217
1378,217
2636,217
2639,217
2640,217
2643,217
2644,217
2645,217
47585,217
47586,217
47587,217
47588,217
47589,217
2646,218
61135,220
61136,220
61137,220
61138,220
61139,220
61140,220
61141,220
61142,220
61143,220
61144,220
61145,220
61146,220
61147,220
61148,220
61150,220
61153,220
61154,220
61155,220
61156,220
61157,220
61159,220
61160,220
61161,220
61163,220
61164,220
61165,220
61166,220
61167,220
61168,220
61169,220
61170,220
61174,220
61178,220
61179,220
61182,220
61183,220
61184,220
61186,220
61187,220
61188,220
61189,220
61190,220
61191,220
61192,220
61193,220
61194,220
61196,220
61199,220
61200,220
61202,220
61203,220
61204,220
61205,220
61206,220
61207,220
2654,221
2655,221
2656,221
2657,221
900443,221
900444,221
900445,221
900446,221
900447,221
2658,222
2659,222
2660,222
2661,222
2662,222
2663,222
2664,222
2665,222
2666,222
2667,223
2668,223
2669,223
2670,223
2671,223
2672,223
2673,223
2674,223
2675,224
2676,224
2677,224
2678,224
2679,224
2680,224
2681,224
2682,224
2683,224
2684,224
2685,224
2686,224
2687,225
901048,225
901049,225
901050,225
901051,225
901052,225
901053,225
901054,225
901055,225
901056,225
901057,225
2688,226
2689,226
2690,226
2691,226
2692,226
2693,226
2694,226
2695,226
2696,226
2697,226
2698,226
2699,226
2700,226
2701,226
2702,226
2703,226
2704,226
2705,226
2706,227
2707,227
2708,227
2709,227
2710,227
2711,227
2712,227
2714,227
77312,227
2716,229
2717,229
2718,229
2719,229
2720,229
2721,229
2722,229
2723,229
2724,229
2725,229
2726,229
2727,229
2728,229
2729,229
2730,229
2731,229
2732,229
2733,229
2734,229
2736,231
2737,231
2738,231
2739,231
2740,231
2741,231
2742,231
2743,231
2744,231
2771,233
2772,233
2773,233
2774,233
2775,233
2776,233
2777,233
2778,233
2779,233
2780,233
2781,234
2782,235
2783,235
2784,235
2785,235
900889,235
900890,235
900891,235
900892,235
2786,236
2787,236
2788,236
2789,236
2790,236
2791,236
2792,236
2793,236
2794,236
2795,236
2796,236
2797,236
2798,236
2799,236
2800,236
2801,236
2802,236
2803,236
2804,236
2805,236
2806,236
2807,237
2808,237
2809,237
2810,237
2811,237
2812,237
2813,237
2814,237
2815,237
2816,237
2817,237
2818,237
2819,237
2820,237
2821,237
2822,237
2823,237
2824,237
2825,237
2826,237
2827,237
2828,237
2829,237
2830,237
2831,237
2832,237
2833,238
2834,238
2835,238
2836,238
2837,238
2838,238
2839,238
2840,238
2841,238
2842,238
2843,238
2844,238
2845,238
2846,238
900218,238
900219,238
900220,238
900221,238
900222,238
900223,238
900224,238
900225,238
900226,238
900227,238
900228,238
900229,238
900230,238
900231,238
2847,239
2848,239
2849,239
2850,239
900725,239
900726,239
900727,239
900728,239
2851,240
2852,240
2853,240
2854,240
2855,240
2856,240
2857,240
2858,240
2859,240
2860,240
2861,240
2862,240
2863,240
2864,240
2865,240
2866,240
2867,240
2868,240
2869,240
2870,240
2871,240
2872,240
2873,240
2874,240
2875,240
2876,240
2877,240
2878,240
2879,240
2880,240
2881,240
2882,240
2883,240
2884,240
2885,240
2886,240
2887,240
2888,240
2889,240
2890,240
2891,240
2892,240
2893,240
2894,240
2895,240
2896,240
2897,240
2898,240
2899,240
2900,240
2901,240
2902,240
2903,240
2904,240
2905,240
2906,240
2907,240
2908,240
2909,240
2910,240
2911,240
2912,240
2913,240
2914,240
2915,240
2916,240
2917,240
2918,240
2919,240
2920,240
2921,240
2922,240
2923,240
2924,240
2925,240
2926,240
2927,241
2928,241
2929,241
2930,241
2931,241
2932,241
2933,241
2934,241
2935,241
2936,241
2937,241
2938,241
2939,241
2940,241
2941,241
2942,241
2943,241
2944,241
2945,241
2946,241
2947,241
2948,241
2949,241
2950,241
2951,241
2952,241
2953,241
2954,241
2955,241
2956,241
2957,242
2958,242
2959,242
2960,242
2961,242
2962,242
2963,242
2964,242
2965,242
2966,242
2967,242
2968,242
2969,242
2970,243
2971,243
2972,243
2973,243
2974,243
2975,244
2976,245
901043,245
901044,245
901045,245
901046,245
901047,245
2977,246
2978,246
2979,246
2980,246
2981,246
2982,246
2983,246
2984,246
2985,246
2986,246
2987,246
2988,246
2989,246
2990,246
2991,246
2993,248
2994,248
2995,248
2996,248
2997,248
2998,248
2999,248
3000,248
3001,248
3002,248
3003,248
3004,248
3005,248
3006,248
3007,248
3008,248
3009,248
3010,248
3011,248
3012,248
3013,248
3014,248
3015,248
3016,248
3017,249
3018,249
3019,249
3020,249
3021,249
3022,249
3023,249
3024,249
3025,249
3026,249
3027,249
3028,249
3029,249
3030,249
3031,249
3032,249
3033,249
3034,249
3035,249
3036,249
3037,249
3038,249
3039,249
3040,249
3041,249
3042,249
3043,249
3044,249
3045,249
3046,249
3047,249
3048,249
3049,249
3050,249
3051,249
3052,249
3053,249
3054,249
3055,249
3056,249
3057,249
3058,249
3059,249
3060,249
3061,249
3062,249
3063,249
3064,249
3065,249
3066,249
3067,249
3068,249
3069,249
3070,249
3071,249
3072,249
3073,249
3074,249
3075,249
3076,249
3077,249
3078,249
3079,249
3080,249
3081,249
3082,249
3083,249
3084,249
3085,249
3086,249
3087,249
3088,249
3089,249
3090,249
3091,249
3092,249
3093,249
3094,249
3095,249
3096,249
900071,249
900072,249
3097,250
3098,250
3099,250
3100,250
147322,250
147323,250
39497,251
39498,251
39499,251
39500,251
39501,251
39502,251
3103,252
743,253
744,253
745,253
747,253
749,253
750,253
752,253
753,253
756,253
757,253
759,253
762,253
764,253
766,253
767,253
768,253
774,253
775,253
777,253
778,253
779,253
780,253
781,253
782,253
784,253
787,253
788,253
789,253
790,253
852,253
1080,253
1082,253
1086,253
1235,253
1241,253
1344,253
1360,253
1361,253
1364,253
1365,253
1366,253
